sector  pad  layer noise_in_MeV
3  1  7  0.036765263427432526
3  2  7  0.03484351342950087
3  3  7  0.0381943601869193
3  4  7  0.02651662512552898
3  5  7  0.04063235692512048
3  6  7  0.03756856753921237
3  7  7  0.04383352790165314
3  8  7  0.029492458401531387
3  9  7  0.029024526039136272
3  10  7  0.028815345819510736
3  11  7  0.030623084578280356
3  12  7  0.07479937376057938
3  13  7  0.03293099627780052
3  14  7  0.03665259341492593
3  15  7  0.02972857472944695
3  16  7  0.03386408556996231
3  17  7  0.0306693975763448
3  18  7  0.02033766365835974
3  19  7  0.038311135236295105
3  20  7  0.03240580492718407
3  21  7  0.02653103459526404
3  22  7  0.025982370615935762
3  23  7  0.03961878008673403
3  24  7  0.03336672060460134
3  25  7  0.026829268080742156
3  26  7  0.031577259255176265
3  27  7  0.04345354002674899
3  28  7  0.028058828900314768
3  29  7  0.03719949078722101
3  30  7  0.03335538410131081
3  31  7  0.037817340676727464
3  32  7  0.06762410868773885
3  33  7  0.037881435969270565
3  34  7  0.03506474841764488
3  35  7  0.038447833428935804
3  36  7  0.03531482326560547
3  37  7  0.06863504491350728
3  38  7  0.03560991405015088
3  39  7  0.07302748550216852
3  40  7  0.03707300172364571
3  41  7  0.028204729720908577
3  42  7  0.03435779412366121
3  43  7  0.08561673168060359
3  44  7  0.07825647960656032
3  45  7  0.03736182570218921
3  46  7  0.07470856086114243
3  47  7  0.054778597563278277
3  48  7  0.04241550497888484
3  49  7  0.04112674655232031
3  50  7  0.037124526212458014
3  51  7  0.04664480405699827
3  52  7  0.044620955794963814
3  53  7  0.04173494286418364
3  54  7  0.0426744849209824
3  55  7  0.044462700347552474
3  56  7  0.04507417418035893
3  57  7  0.05413225183743014
3  58  7  0.04830263923555416
3  59  7  0.053445343884307134
3  60  7  0.04256671259402697
3  61  7  0.11051717868631554
3  62  7  0.054255853893195975
3  63  7  0.03997378906798227
-1  63  7  0.04916671462927525
1  62  7  0.04275337322294541
1  60  7  0.03019599570559565
1  61  7  0.02782997193261579
1  58  7  0.0333447937570435
1  59  7  0.027330289457765226
1  56  7  0.026921408259936913
1  57  7  0.038758516845031926
1  54  7  0.02517630734290806
1  55  7  0.036941989216272286
1  52  7  0.029054093462112567
1  53  7  0.03200437602165623
1  50  7  0.024096306080074244
1  51  7  0.03889434335657076
1  48  7  0.023529155487937003
1  49  7  0.026622860969262124
1  46  7  0.030010746037820807
1  47  7  0.033598599400120215
1  44  7  0.0367215492012932
1  45  7  0.028274208515936976
1  42  7  0.027264288089212642
1  43  7  0.03115000069523706
1  40  7  0.029933761487384348
1  41  7  0.030391949617301742
1  38  7  0.026070208177211576
1  39  7  0.030407305151592737
1  36  7  0.02141223492904948
1  37  7  0.031093985305387786
1  34  7  0.023688198935064415
1  35  7  0.027541408296161377
1  32  7  0.022198307648807064
1  33  7  0.02697494342649094
1  30  7  0.03440846087826925
1  31  7  0.04382750284187686
1  28  7  0.022617990718850057
1  29  7  0.03874642953375231
1  26  7  0.03021041447326247
1  27  7  0.02619306639843713
1  24  7  0.027379326749833458
1  25  7  0.03307400311713602
1  22  7  0.023643180673996667
1  23  7  0.02986377595507536
1  20  7  0.024485324571194046
1  21  7  0.03628622701004073
1  18  7  0.017787478075620235
1  19  7  0.025578563764361965
1  16  7  0.02286943701174429
1  17  7  0.02789180085429397
1  14  7  0.02791412751291718
1  15  7  0.023498816336625143
1  12  7  0.02156903525014138
1  13  7  0.029549294333857903
1  10  7  0.022594092709760493
1  11  7  0.02072991782972977
1  8  7  0.02675894317392417
1  9  7  0.03853847664111825
1  6  7  0.022987795034001134
1  7  7  0.029055657839130094
1  4  7  0.022646944478330627
1  5  7  0.03601099428323798
1  2  7  0.029748932551021373
1  3  7  0.0283428156298635
1  0  7  0.02997545341336728
1  1  7  0.044355783430318395
0  1  7  0.02825126586933509
0  0  7  0.04589594863356722
0  3  7  0.0333177391001236
0  2  7  0.03313320769757676
0  5  7  0.025612749934936833
0  4  7  0.027825585633311042
0  7  7  0.030777407000559927
0  6  7  0.033015909639539806
0  9  7  0.02598913718576943
0  8  7  0.03504211725175675
0  11  7  0.022238607209509886
0  10  7  0.046497482977329134
0  13  7  0.03282144804588016
0  12  7  0.03000480001046442
0  15  7  0.024553150658853266
0  14  7  0.03063824718048744
0  17  7  0.02216206431083171
0  16  7  0.02697679371490988
0  19  7  0.028241637861004282
0  18  7  0.034882755350466754
0  21  7  0.022278941637456792
0  20  7  0.031928360780605056
0  23  7  0.025922887097542414
0  22  7  0.030541295321610235
0  25  7  0.03536167554371163
0  24  7  0.029726417609280142
0  27  7  0.02442155238177938
0  26  7  0.03282522765513797
0  29  7  0.03539297470647702
0  28  7  0.032612100463483076
0  31  7  0.028857686276233474
0  30  7  0.024651039284354668
0  33  7  0.03312151322391373
0  32  7  0.029547913590992528
0  35  7  0.03857327182622297
0  34  7  0.047326900330438806
0  37  7  0.041807034378034805
0  36  7  0.028798976810658627
0  39  7  0.04387275587572137
0  38  7  0.033057169211696213
0  41  7  0.0396117415523966
0  40  7  0.034528808657921364
0  43  7  0.043812895791092016
0  42  7  0.04527418199030958
0  45  7  0.049891753400519566
0  44  7  0.03718356575461012
0  47  7  0.03721763802552101
0  46  7  0.04085448451471281
0  49  7  0.042776380955069575
0  48  7  0.03572194250536648
0  51  7  0.02942357002516934
0  50  7  0.05347420466447014
0  53  7  0.04275038393788664
0  52  7  0.04270148146582884
0  55  7  0.03331077262475726
0  54  7  0.03323510140718098
0  57  7  0.030858273437503504
0  56  7  0.04503012522867647
0  59  7  0.047906691460795056
0  58  7  0.049276267510161446
0  61  7  0.051324997037568425
0  60  7  0.04367752255372619
0  63  7  0.04208257858555129
0  62  7  0.046711739867692094
-1  63  7  0.04011601023208459
